,dayreturn,price,Beta,3MoFear,MarketCapitalization,JSpread,VWkAvg,ndr,yrHi,yrLo,qHi,qLo,mHi,mLo,PriceToBook,ndvratio,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,Y
6224,0.09954751131221728,4.86,2.2116,0.16398177317595586,215.9152,6.14,21.661667000000005,-0.106995885,0.27947097639281065,1.0995475113122173,0.48844221105527647,1.0995475113122173,0.6962750716332379,1.0995475113122173,4.4292,0.8093307515430231,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6225,0.1197007481296759,8.98,1.7875,0.16398177317595586,1302.1178,6.14,21.661667000000005,-0.056792873,0.5242265338135748,1.8865546218487397,0.8997995991983968,1.8865546218487397,1.0,1.8553719008264464,0.7108,0.572517240454021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6226,0.08428246013667429,4.76,1.4825,0.16398177317595586,1127.4964,6.14,21.661667000000005,-0.029411765,0.448210922787194,1.1497584541062802,0.6742209631728046,1.1497584541062802,0.9444444444444444,1.1497584541062802,0.9779,0.7647472387907378,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6227,0.10220994475138134,7.98,1.4312,0.16398177317595586,3260.1401,6.14,21.661667000000005,-0.005012531,0.5185185185185185,1.1022099447513813,0.7478912839737583,1.1022099447513813,0.9037372593431484,1.1022099447513813,1.6475,1.1441926478523001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6228,0.10237849017580136,10.66,1.6673,0.16493532523838517,966.1599,5.9,25.495000333333333,0.031894934,0.43796220213640097,1.1023784901758014,0.5251231785774965,1.1023784901758014,0.7316403568977351,1.1023784901758014,3.8654,0.2802537139041896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6229,0.10950080515297911,6.89,1.6646,0.16493532523838517,303.63599999999997,5.9,25.495000333333333,-0.004354136,0.3078641781887479,1.1658206429780034,0.47814018043025674,1.1658206429780034,0.693158953722334,1.1658206429780034,1.3784,0.4648056516889283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6230,0.09327213782042398,35.75,0.9876,0.16493532523838517,1210.9582,5.9,25.495000333333333,0.09622374800000001,0.4611118336271357,1.2008733624454149,0.5780113363948695,1.093272137820424,0.663511494738094,1.093272137820424,4.8715,0.7268946395563771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6232,0.07533234859675053,7.28,1.8993,0.16493532523838517,367.4449,5.9,25.495000333333333,0.031593407000000004,0.6874409820585459,1.0849478390461997,0.7930283224400873,1.0849478390461997,0.8646080760095012,1.0753323485967505,0.4113,0.8519835459806178,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6233,0.09859154929577474,0.78,2.0623,0.16493532523838517,1100.533,5.9,25.495000333333333,0.0512820512820511,0.4968152866242038,1.8571428571428572,0.4968152866242038,1.0985915492957747,0.6554621848739496,1.0985915492957747,-35.1522,0.5076335877862596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
6234,0.09223300970873782,2.25,1.1707,0.16493532523838517,388.575,5.9,25.495000333333333,0.06222222222222218,0.5220417633410673,1.3392857142857144,0.8754863813229573,1.2162162162162162,0.9,1.0922330097087378,37.7219,0.8091106290672451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
6235,0.08695652173913038,0.25,0.76,0.16493532523838517,1307.285,5.9,25.495000333333333,0.0,0.1677851222918642,1.1904761904761905,0.20325186727490463,1.1904761904761905,0.7352941176470588,1.1904761904761905,913.0435,0.21780538302277433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
6236,0.09090909090909083,0.36,1.9521,0.16493532523838517,116132.7147,5.9,25.495000333333333,0.0,0.10843376760053242,1.0909090909090908,0.4615384615384615,1.0909090909090908,0.6428571428571428,1.0909090909090908,80.1624,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
6237,0.08321830397853258,31.370001000000002,1.1527,0.16493532523838517,1343.5712,5.9,25.495000333333333,0.018807714,0.7049438426966292,1.0832183039785326,0.8839109391991581,1.0832183039785326,0.9029936440418167,1.0832183039785326,2.398,0.25688595283971005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
6238,0.09548387096774191,8.49,2.2134,0.16493532523838517,723.5754,5.9,25.495000333333333,0.0035335690000000003,0.5851137146795313,1.0968992248062015,0.6510736196319019,1.095483870967742,0.8218780251694096,1.095483870967742,0.7014,0.9216566329821544,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6239,0.08181818181818179,5.95,1.4582,0.16493532523838517,685.6482,5.9,25.495000333333333,0.0067226890000000004,0.7608695652173914,1.7603550295857988,0.7608695652173914,1.0818181818181818,0.794392523364486,1.0818181818181818,1.1764,0.9800229401644045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
6240,0.10447761194029836,0.74,1.7341,0.16493532523838517,1232.3279,5.9,25.495000333333333,0.06756756756756754,0.40437158469945356,1.7209302325581395,0.564885496183206,1.1044776119402984,0.7628865979381444,1.1044776119402984,-0.4908,2.072452537776056,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
6241,0.08375378405650857,10.74,2.4958,0.16493532523838517,927.9391,5.9,25.495000333333333,-0.029795158,0.3158823529411765,1.0837537840565086,0.43011615659255736,1.0837537840565086,0.5634837651355596,1.0837537840565086,2.654,0.7767519466073415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
6242,0.10721123165283997,17.35,2.6357,0.16493532523838517,541.1952,5.9,25.495000333333333,0.095100865,0.5179104477611941,1.10721123165284,0.5445699766299442,1.10721123165284,0.7235195996663887,1.10721123165284,0.9049,0.485860661668934,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6243,0.08238176998368685,26.540001,1.5246,0.16493532523838517,1594.8979,5.9,25.495000333333333,-0.009419743000000001,0.2760557653011833,1.0823817699836868,0.4107723353850436,1.0823817699836868,0.6549852171767028,1.0823817699836868,1.1439,0.648701124799143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6244,0.07894736842105265,2.87,1.0894,0.16493532523838517,2762.1583,5.9,25.495000333333333,0.04878048780487787,0.47753743760399336,1.0789473684210527,0.5,1.0789473684210527,0.7841530054644809,1.0789473684210527,0.4606,1.0149025944878356,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6245,0.11525974025974017,13.74,0.6918,0.16493532523838517,312.6812,5.9,25.495000333333333,-0.064046579,0.4450923082250629,1.4312500000000001,0.732019179541822,1.4312500000000001,0.89453125,1.4312500000000001,1.0481,0.6385185185185185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6246,0.09151256519677564,23.02,1.1652,0.16493532523838517,1438.9811,5.9,25.495000333333333,0.074717637,0.8853846153846153,1.9426160337552743,0.8853846153846153,1.2154170424806205,0.8853846153846153,1.173890812142233,7.3356,0.9213947990543735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6247,0.11111111111111116,0.8,2.2638,0.17070157301757216,1887.2755,5.91,28.250000333333332,0.03749999999999987,0.14035087719298245,1.1111111111111112,0.16949152542372883,1.1111111111111112,0.8333333333333334,1.1111111111111112,-60.3243,0.5926994564852714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6248,0.08167993673401219,107.400002,1.349,0.17070157301757216,3874.0894,5.91,28.250000333333332,0.006517654,0.8009546215513349,2.7475058071117933,0.8009546215513349,1.2394691231513186,0.8881171090713635,1.148540259896476,12.1339,0.8607286288009179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
6249,0.08089260808926091,7.75,1.2305,0.17070157301757216,298.2102,5.91,28.250000333333332,0.023225806,0.5800898203592815,1.1330409356725146,0.6556683587140439,1.1330409356725146,0.8806818181818181,1.1024182076813656,1.1125,0.9218500797448166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6250,0.07886904761904767,21.75,1.8157,0.17070157301757216,3050.829,5.91,28.250000333333332,0.006896551999999999,0.5160142103907848,1.0788690476190477,0.5371696449903854,1.0788690476190477,0.696,1.0788690476190477,2.4628,0.5108448107580523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6251,0.09622374825174829,39.189999,0.9442,0.17070157301757216,1327.4811,5.91,28.250000333333332,0.048992142,0.5054817426219752,1.316425898555593,0.6336297537147859,1.198470880780707,0.7273570577699136,1.198470880780707,5.3402,1.151303242212333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6252,0.0821529745042493,7.64,1.8806,0.17070157301757216,532.172,5.91,28.250000333333332,0.02486911,0.81104033970276,1.7207207207207205,0.81104033970276,1.3941605839416056,0.81104033970276,1.1335311572700295,5.0546,0.725289895085588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6253,0.07544368464281614,21.809998999999998,1.1003,0.17070157301757216,11755.59,5.91,28.250000333333332,0.037597434,0.9171571944004542,1.2989873556291032,0.9171571944004542,1.1294666043224548,0.9171571944004542,1.1054231626964013,2.8089999999999997,0.7541172338432719,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
6254,0.08481087721072322,110.129997,1.4148,0.17070157301757216,46915.9097,5.91,28.250000333333332,0.068373806,0.15563657501217257,1.1367671388346554,0.15563657501217257,1.1367671388346554,0.8709371262381288,1.1367671388346554,23.0877,1.024651178224009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
6255,0.10271903323262843,3.65,1.2654,0.17070157301757216,7524.7783,5.91,28.250000333333332,0.071232877,0.48153034300791553,1.1027190332326284,0.5048409405255878,1.1027190332326284,0.7572614107883817,1.1027190332326284,-65.1646,0.9802601206679721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6256,0.11159107271418289,15.44,1.771,0.17070157301757216,310.589,5.91,28.250000333333332,0.064766904,0.4266372043834541,1.3073666384419982,0.5720637273064098,1.111591072714183,0.6698481852428714,1.111591072714183,2.4832,0.9406698564593301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6257,0.08045977011494254,5.64,1.6635,0.17070157301757216,1107.5901,5.91,28.250000333333332,0.079787234,0.8519637462235649,4.372093023255814,0.8519637462235649,1.8019169329073481,0.8519637462235649,1.110236220472441,-5.8855,1.9079310230255506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6259,0.10864745011086474,5.0,1.6275,0.17070157301757216,541.145,5.91,28.250000333333332,0.013999999999999999,0.6983240223463687,1.9083969465648853,0.6983240223463687,1.126126126126126,0.9124087591240875,1.126126126126126,46.9484,0.5820781210109778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6260,0.0896909012318996,50.419998,1.1965,0.17070157301757216,2311.6074,5.91,28.250000333333332,0.001586712,0.8779383249172906,2.1593146895074944,0.8779383249172906,1.2548531110004977,0.8779383249172906,1.1187041934768138,5.789,0.6405584879959135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6261,0.07816091954022975,0.469,1.3181,0.17070157301757216,462.6085,5.91,28.250000333333332,0.031982942430703654,0.17179480886637039,2.131818181818182,0.6059431524547804,1.6749999999999998,0.8374999999999999,1.1328502415458936,56.6836,0.8553459119496856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6262,0.0799917485482311,628.619995,1.0281,0.17070157301757216,430912.7238,5.91,28.250000333333332,0.014301152,0.9341536289644917,1.2762504060000832,0.9341536289644917,1.2162993137451612,0.9511574703770929,1.079991748548231,3.8549,0.8242168134280791,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
6263,0.11525974025974017,6.87,1.0966,0.17070157301757216,294.2953,5.91,28.250000333333332,-0.04949053900000001,0.20686540821636282,1.1152597402597402,0.39324558633346235,1.1152597402597402,0.48896797153024907,1.1152597402597402,-5.5962,0.6894155720540643,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6264,0.1212756609315988,26.719998999999998,1.4348,0.17070157301757216,2080.1787,5.91,28.250000333333332,-0.009730539,0.8455695886075948,1.2503508539845176,0.8455695886075948,1.1355715199502114,0.9674148454954797,1.1355715199502114,12.2126,0.7611270107569328,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
6265,0.09102460762651354,85.82,1.3092,0.17070157301757216,10064.582,5.91,28.250000333333332,0.039035167,0.6476492584578242,1.096180852009441,0.65924108630118,1.0910246076265135,0.690926662031452,1.0910246076265135,1.8997,0.6597969236955866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6266,0.07665298752948502,70.510002,0.9308,0.17070157301757216,33845.8668,5.91,28.250000333333332,-0.019004453,0.953482148214286,1.5551389942655491,0.953482148214286,1.0993140489447153,0.953482148214286,1.084102105102981,5.9604,0.3042772062804548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6267,0.09510086455331401,19.0,2.5984,0.17070157301757216,592.6633,5.91,28.250000333333332,0.005789526,0.5671641791044776,1.2125079770261646,0.59635905221723,1.2125079770261646,0.7923269391159299,1.2125079770261646,0.991,1.3102585487906588,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6268,0.08769448373408761,7.69,0.7340000000000001,0.17070157301757216,1000.4152,5.91,28.250000333333332,0.009102731,0.40431125131440593,1.2544861337683524,0.5174966352624496,1.2544861337683524,0.8718820861678005,1.2544861337683524,7.6951,0.9363687255084904,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6269,0.19822485207100593,20.25,1.0188,0.17070157301757216,1715.4383,5.91,28.250000333333332,-0.013333333000000001,1.0,1.62,1.0,1.2184114790366136,1.0,1.2118492646229362,2.8699,0.40939290830945557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6270,0.07835821034751622,60.689999,1.1439,0.17070157301757216,2349.0233,5.91,28.250000333333332,0.08765864400000001,0.5981077993682093,1.1012520032434765,0.7676448334845646,1.1012520032434765,0.9566519539194822,1.1012520032434765,1.7853,1.0054418243068153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6271,0.16891505389531125,39.860001000000004,1.7012,0.17070157301757216,485.0777,5.91,28.250000333333332,0.150275887,0.33654171164232166,1.1831404625449826,0.5461770260546578,1.1831404625449826,0.9577126851925202,1.1831404625449826,1.278,1.618397412863816,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6272,0.09460784313725479,22.33,1.6677,0.17070157301757216,2651.1488,5.91,28.250000333333332,0.010747873,0.8578562866747488,1.5769774011299433,0.8578562866747488,1.0946078431372548,0.8774066452885404,1.0946078431372548,14.9063,0.5162107499642485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6273,0.15780445969125223,6.75,1.0821,0.17070157301757216,608.5784,5.91,28.250000333333332,-0.034074073999999996,0.5528255528255528,1.9014084507042255,0.9401114206128134,1.9014084507042255,0.9401114206128134,1.1862917398945518,2.0627,0.31172468987595037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6274,0.07755775577557777,6.53,0.555,0.17070157301757216,407.4524,5.91,28.250000333333332,0.024502297000000003,0.5552721088435374,1.6615776081424936,0.8848238482384825,1.293069306930693,0.8848238482384825,1.293069306930693,4.8166,0.5550174351026734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
6275,0.08325539601018894,57.900002,1.6508,0.14877278352159462,1990.9425,5.8,30.058333666666666,-0.02348879,0.6038169006550933,1.1255832644942314,0.7178279088605054,1.1225281069201976,0.9244771048303193,1.1225281069201976,7.5178,0.5096848800231281,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
6276,0.11439114391143912,12.08,1.6947,0.14877278352159462,3849.3109999999997,5.8,30.058333666666666,0.022350993,0.3822784810126582,1.18664047151277,0.6381405176967776,1.18664047151277,0.7839065541855937,1.18664047151277,3.6248,0.48280873870191215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
6277,0.08090909090909104,11.89,1.5408,0.14877278352159462,1077.6399,5.8,30.058333666666666,0.035323802,0.4884963023829088,1.2295760082730094,0.5857143145672077,1.2295760082730094,0.816060398078243,1.2295760082730094,4.1804,0.9570325247470902,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
6278,0.140529531568228,5.6,1.2766,0.14877278352159462,206.3824,5.8,30.058333666666666,0.071428571,0.46280991735537186,1.140529531568228,0.64,1.140529531568228,0.7008760951188986,1.140529531568228,1.6476,0.43303999302953733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
6279,0.1045685279187818,5.44,1.6317,0.14877278352159462,447.4634,5.8,30.058333666666666,0.066176471,0.2252587991718427,1.1356993736951984,0.3880171184022825,1.1356993736951984,0.7895500725689406,1.1356993736951984,1.8171,1.3855042016806722,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6280,0.0807241119146791,242.99000499999997,1.4196,0.14877278352159462,30884.2591,5.8,30.058333666666666,0.022593485,0.849496564657149,1.3134594864864864,0.8608729412289043,1.1102024514598263,0.8995298578549242,1.1102024514598263,43.1384,0.7201802507836991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6281,0.13727092208842873,27.92,1.2365,0.14877278352159462,1261.4224,5.8,30.058333666666666,0.012894019,1.0,4.389937106918239,1.0,1.8380513495720872,1.0,1.335885167464115,11.8195,0.906314123233863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6282,0.08195333681330519,25.48,1.1217,0.14877278352159462,859.0136,5.8,30.058333666666666,-0.0019623229999999998,0.6825609063723062,1.2013201886525313,0.6825609063723062,1.1482649324801741,0.9272197962154294,1.1482649324801741,2.7187,0.5093402695672736,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
6283,0.08516886930983847,7.39,1.433,0.14877278352159462,324.2343,5.8,30.058333666666666,-0.07307171900000001,0.7472194135490393,1.7347417840375587,0.9906166219839142,1.5926724137931034,0.9906166219839142,1.5926724137931034,15.9195,1.9943574808882418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6284,0.07945205479452055,7.88,1.0648,0.14877278352159462,342.3205,5.8,30.058333666666666,0.072335025,0.6324237560192616,1.0794520547945206,0.6324237560192616,1.0794520547945206,0.7562380038387716,1.0794520547945206,0.4775,1.2128430864836872,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6285,0.09707799016486995,33.790001000000004,1.3335,0.14877278352159462,1533.2059,5.8,30.058333666666666,0.018940485,0.6388731639038224,1.3997515492854828,0.6572651429682942,1.1020874429223746,0.7608646926367937,1.1020874429223746,-32.3699,0.4446379054620494,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
6286,0.07830342577487781,6.61,0.5963,0.14877278352159462,552.0709,5.8,30.058333666666666,0.090771558,0.279374471682164,1.201818181818182,0.42048346055979646,1.201818181818182,0.5620748299319728,1.201818181818182,0.6616,1.3311483178012953,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6287,0.11195445920303615,5.86,0.9273,0.14877278352159462,404.0167,5.8,30.058333666666666,0.131399317,0.19056910569105692,1.23109243697479,0.5683802133850631,1.23109243697479,0.6460859977949284,1.23109243697479,6.1145,1.0947799385875128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6288,0.0844047559756711,19.4,1.5514,0.14877278352159462,2884.586,5.8,30.058333666666666,-0.015979381,0.7983539423190922,1.5875613747954171,0.7983539423190922,1.1371630209356989,0.938558297048863,1.1371630209356989,3.5586,0.39817564999507316,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
6289,0.07978723404255317,6.09,1.6751,0.14877278352159462,1195.9616,5.8,30.058333666666666,-0.006568144000000001,0.9199395770392749,4.720930232558139,0.9199395770392749,1.9456869009584665,0.9199395770392749,1.1988188976377951,-6.3551,0.4151385333402992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6290,0.1428571428571428,8.08,0.8447,0.14877278352159462,394.8809,5.8,30.058333666666666,0.025990099,0.19330144003113492,1.1444759206798867,0.5646401118099231,1.1444759206798867,0.7481481481481481,1.1444759206798867,0.3476,1.0380876810156714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6291,0.08000000000000007,0.27,0.6963,0.14877278352159462,1405.2012,5.8,30.058333666666666,0.0,0.18120793207521338,1.2857142857142858,0.219512016656897,1.2857142857142858,0.7941176470588235,1.2857142857142858,981.4308,0.8149134487350199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6292,0.25,0.45,1.852,0.14877278352159462,145165.8933,5.8,30.058333666666666,-0.022222222222222254,0.1367781570754277,1.3636363636363635,0.6,1.3636363636363635,0.8035714285714285,1.3636363636363635,100.203,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6294,0.10609480812641103,4.9,1.4993,0.14877278352159462,443.5832,5.8,30.058333666666666,0.055102041,0.47711781888997085,1.2219451371571073,0.6125,1.2219451371571073,0.812603648424544,1.2219451371571073,1.1840000000000002,0.7951657243632968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6295,0.2402745995423341,5.42,2.0585,0.14877278352159462,471.0032,5.8,30.058333666666666,0.016605166,0.1742765273311897,1.240274599542334,0.43709677419354837,1.240274599542334,0.5458207452165156,1.240274599542334,0.4218,0.7740288568257492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6296,0.1331473289248053,32.509997999999996,1.7434,0.14877278352159462,1689.2839999999999,5.8,30.058333666666666,0.08828062699999999,0.5183354190316418,1.1614861736334405,0.6135119224943603,1.1614861736334405,0.831457791890424,1.1614861736334405,1.3197,1.4124139380879803,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6297,0.08657491617663293,126.260002,1.4536,0.14877278352159462,34709.9231,5.8,30.058333666666666,0.010771432,0.8527047749785005,1.8287949039861688,0.8527047749785005,1.1635793905892657,0.9819567587189802,1.1635793905892657,8.1079,0.3953113776365338,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
6298,0.08103448275862069,6.27,0.5972,0.14877278352159462,206.3801,5.8,30.058333666666666,0.011164274322169154,0.7165714285714285,1.1216457960644006,0.7906683480453972,1.0810344827586207,0.8519021739130433,1.0810344827586207,0.4003,0.9949367088607595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6299,0.08720930232558155,1.87,0.714,0.14877278352159462,1489.6602,5.8,30.058333666666666,-0.27807486631016043,0.4794871794871795,1.0935672514619883,0.7056603773584906,1.0935672514619883,0.9894179894179895,1.0935672514619883,9.8283,12.966329966329967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
6301,0.09307359307359309,5.05,1.3111,0.14877278352159462,1196.1884,5.8,30.058333666666666,0.003960396,0.4755178907721281,1.2198067632850242,0.7152974504249292,1.2198067632850242,1.0,1.2198067632850242,1.0375,1.1659881136225374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6302,0.0791738382099827,6.27,1.6543,0.14877278352159462,1286.604,5.8,30.058333666666666,0.12599681,0.23553718123451609,1.1483516483516483,0.467910447761194,1.1483516483516483,0.692817679558011,1.1483516483516483,0.2946,1.054868993317068,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6303,0.1394557823129252,16.75,1.8330000000000002,0.14877278352159462,3419.3906,5.8,30.058333666666666,0.050746269000000004,0.18076839280084642,1.1394557823129252,0.4656658196923597,1.1394557823129252,0.7226056945642796,1.1394557823129252,0.5104,0.8275755503537519,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6304,0.1134615384615385,5.79,1.4894,0.14877278352159462,4291.8446,5.8,30.058333666666666,0.018998273,0.30863539445628996,1.1720647773279351,0.46468699839486355,1.1720647773279351,0.6975903614457831,1.1720647773279351,0.4985,0.9444657219456147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6305,0.07542127461569126,68.300003,1.8761,0.14877278352159462,6513.6985,5.8,30.058333666666666,-0.01815527,0.5738531735973745,1.1228012617852619,0.7193260153552191,1.1228012617852619,1.0,1.1228012617852619,4.4891,0.7086609317670274,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
6306,0.07807309402398088,19.469998999999998,1.7542,0.14877278352159462,1039.3789,5.8,30.058333666666666,0.023112532999999998,0.2706045839029013,1.1439482373678025,0.5908952476207815,1.1439482373678025,0.7555296468762126,1.1439482373678025,2.5727,0.7711828262723912,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6307,0.10789980732177251,17.25,1.5189,0.14877278352159462,772.8,5.8,30.058333666666666,0.042318840999999996,0.34541450431346626,1.1523046092184368,0.5446795074202715,1.1523046092184368,0.8659638554216866,1.1523046092184368,1.0588,1.0373293515358362,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6308,0.09172546504169343,17.02,0.8428,0.14877278352159462,1432.4108,5.8,30.058333666666666,0.02585188,0.48297386589251606,1.1087947882736156,0.7461639958861901,1.1087947882736156,0.9770378874856486,1.1087947882736156,1.6877,1.015120015120015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
6309,0.14478527607361968,9.33,0.2576,0.14877278352159462,856.6899,5.8,30.058333666666666,0.14040728800000002,0.27019983406312875,1.1447852760736197,0.6524475524475524,1.1447852760736197,0.7149425287356321,1.1447852760736197,0.9403,0.5558031193032206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6310,0.09193548387096762,6.77,2.1106,0.14877278352159462,216.8939,5.8,30.058333666666666,0.067946824,0.48288159771754635,1.244485294117647,0.7052083333333333,1.1190082644628099,0.8246041412911083,1.1190082644628099,-1.8554,0.2717900656044986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6311,0.11509977863816401,19.57,0.8102,0.14877278352159462,4126.5506,5.8,30.058333666666666,-0.008175779000000001,0.6902998236331569,1.1253594666681694,0.6902998236331569,1.1253594666681694,0.8324117396852403,1.1253594666681694,1.5634,0.504688361831219,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
6312,0.08408617095204995,15.6,1.6571,0.14877278352159462,1697.0803,5.8,30.058333666666666,0.062179487,0.7113543091655267,1.3854351687388988,0.8267090181924207,1.1370262390670554,0.96,1.1370262390670554,1.9482,1.257492632056223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6313,0.11184210526315774,1.69,1.0077,0.14877278352159462,3559.2245,5.8,30.058333666666666,0.08875739644970415,0.17036290322580644,1.1266666666666667,0.4378238341968912,1.1266666666666667,0.7191489361702127,1.1266666666666667,1.3405,1.1866359447004609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6314,0.07596467347124891,26.77,1.1932,0.14877278352159462,1372.9778,5.8,30.058333666666666,0.017930519,0.4147172541572151,1.134322033898305,0.6285513031227987,1.134322033898305,0.8447459499922388,1.134322033898305,1.0765,1.0360854783875668,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
